Date,Festival/Event,Season,Special Day Type,Location,Customer Segment,Top Purchased Items,Total Sale Value (₹),Estimated Profit (₹),Demand Level (1-10),Discount Sensitivity (1-10)
2024-04-17,Navratri,Winter,School Opening,Jaipur,Students,"Bread, Rice, Fruits",602.23,43.92,6,6
2024-04-14,Holi,Monsoon,Exam Season,Patna,Students,"Sugar, Bread, Fruits, Colors",1368.4,256.53,5,7
2023-12-14,Holi,Monsoon,Wedding Season,Lucknow,Upper Middle,"Vegetables, Bread, Rice, Colors",1118.93,250.29,6,3
2024-08-28,Eid,Monsoon,Exam Season,Jaipur,Students,"Sugar, Rice, Dates, Atta",1972.35,104.4,5,6
2023-06-28,Makar Sankranti,Winter,School Opening,Chennai,Students,"Bread, Rice, Atta",1643.29,179.95,9,6
2023-08-23,Onam,Summer,Weekend,Kolkata,Middle Class,"Vegetables, Rice, Oil",1320.97,267.85,10,2
2024-04-14,Onam,Summer,Salary Day,Lucknow,Middle Class,"Vegetables, Sugar, Eggs",653.17,112.11,10,5
2024-06-28,Onam,Monsoon,Weekend,Bangalore,Low Income,"Sugar, Milk, Oil",1517.5,184.21,5,9
2024-11-08,Christmas,Monsoon,School Opening,Jaipur,Students,"Cake, Oil, Bread, Vegetables, Chocolates",1554.29,135.5,9,6
2023-06-17,Eid,Monsoon,Weekend,Patna,Low Income,"Fruits, Dates, Milk, Oil",100.52,8.55,6,8
2023-08-03,Republic Day,Winter,Normal Day,Patna,Families,"Vegetables, Bread, Atta",1173.51,62.02,5,5
2023-06-02,Holi,Summer,Wedding Season,Bangalore,Low Income,"Vegetables, Sugar, Colors, Atta",1219.68,228.35,9,8
2024-07-14,Christmas,Summer,Weekend,Kolkata,Students,"Sugar, Cake, Milk, Bread, Chocolates",920.22,194.23,8,4
2024-07-21,Onam,Monsoon,School Opening,Bangalore,Low Income,"Sugar, Rice, Milk",295.6,37.48,10,3
2024-03-24,Raksha Bandhan,Summer,Wedding Season,Chennai,Middle Class,"Sweets, Fruits, Rakhi, Bread, Rice",835.71,61.65,7,7
2024-11-06,Christmas,Monsoon,School Opening,Jaipur,Upper Middle,"Cake, Fruits, Atta, Eggs, Chocolates",1207.59,200.5,10,7
2023-06-14,Makar Sankranti,Winter,Weekend,Jaipur,Low Income,"Bread, Eggs, Oil",1163.16,266.43,6,5
2024-08-13,Republic Day,Winter,Salary Day,Jaipur,Families,"Bread, Milk, Atta",709.6,132.99,9,5
2023-05-05,Diwali,Summer,School Opening,Bangalore,Upper Middle,"Eggs, Fruits, Oil",243.46,50.29,10,5
2024-01-06,Christmas,Summer,School Opening,Kolkata,Upper Middle,"Sugar, Cake, Milk, Bread, Chocolates",376.59,62.13,6,8
2023-04-05,Diwali,Summer,Exam Season,Patna,Low Income,"Vegetables, Oil, Atta",1911.6,394.17,10,7
2024-06-08,Diwali,Monsoon,Salary Day,Delhi,Low Income,"Sugar, Rice, Fruits",1321.15,190.65,6,2
2023-10-31,Eid,Summer,School Opening,Bangalore,Low Income,"Bread, Rice, Dates, Oil",890.87,55.01,7,5
2023-12-27,Diwali,Monsoon,School Opening,Mumbai,Upper Middle,"Vegetables, Sugar, Rice",915.57,112.23,6,8
2024-09-23,Raksha Bandhan,Monsoon,Salary Day,Delhi,Low Income,"Sweets, Atta, Oil, Rakhi, Bread",387.02,52.01,5,2
2024-01-22,None,Winter,Weekend,Lucknow,Families,"Bread, Rice, Eggs",873.34,160.69,9,6
2023-07-19,Diwali,Winter,Wedding Season,Chennai,Middle Class,"Vegetables, Sugar, Eggs",345.29,40.03,8,5
2023-07-06,Raksha Bandhan,Monsoon,Normal Day,Kolkata,Middle Class,"Sweets, Sugar, Oil, Rakhi, Eggs",1091.02,264.74,7,7
2023-11-21,Navratri,Winter,Exam Season,Mumbai,Students,"Oil, Bread, Atta",704.89,86.97,4,4
2023-09-27,Republic Day,Winter,School Opening,Chennai,Upper Middle,"Rice, Fruits, Oil",810.05,190.33,9,7
2023-04-11,Onam,Winter,Wedding Season,Chennai,Retail Bulk,"Sugar, Bread, Rice",402.86,92.4,5,4
2024-03-14,Onam,Winter,School Opening,Bangalore,Families,"Vegetables, Sugar, Rice",1990.82,183.41,8,2
2024-05-28,Independence Day,Summer,School Opening,Delhi,Middle Class,"Sugar, Milk, Bread, Hand bands, Flags",1859.7,329.3,8,6
2024-10-07,Diwali,Summer,Normal Day,Lucknow,Students,"Sugar, Bread, Oil",1920.31,442.34,8,3
2023-01-21,None,Summer,Wedding Season,Chennai,Retail Bulk,"Fruits, Rice, Eggs",1041.49,72.6,10,4
2023-12-27,Diwali,Monsoon,Exam Season,Mumbai,Students,"Bread, Milk, Atta",1778.75,416.42,4,6
2023-01-14,Christmas,Summer,School Opening,Kolkata,Middle Class,"Sugar, Cake, Bread, Vegetables, Chocolates",1055.63,55.69,8,9
2024-07-24,None,Monsoon,Normal Day,Bangalore,Retail Bulk,"Bread, Rice, Eggs",1948.09,459.27,5,4
2023-09-10,Christmas,Monsoon,Weekend,Chennai,Families,"Cake, Fruits, Rice, Vegetables, Chocolates",1935.81,221.04,8,7
2024-06-11,Eid,Winter,Exam Season,Jaipur,Upper Middle,"Sugar, Dates, Fruits, Oil",794.04,52.02,5,8
2024-03-18,Holi,Summer,Normal Day,Kolkata,Low Income,"Fruits, Colors, Milk, Atta",411.63,28.21,10,7
2024-03-25,Onam,Monsoon,Weekend,Lucknow,Low Income,"Bread, Atta, Oil",961.44,178.6,4,7
2023-10-04,None,Summer,School Opening,Jaipur,Students,"Vegetables, Sugar, Bread",1261.11,103.03,8,5
2023-11-12,Christmas,Winter,Wedding Season,Mumbai,Low Income,"Sugar, Cake, Milk, Bread, Chocolates",840.8,199.11,5,5
2023-01-27,Eid,Winter,Exam Season,Bangalore,Students,"Vegetables, Oil, Dates, Atta",1987.94,440.79,9,2
2023-12-10,Holi,Summer,Exam Season,Kolkata,Low Income,"Colors, Rice, Fruits, Atta",1897.87,138.95,7,5
2023-05-19,Republic Day,Winter,School Opening,Bangalore,Retail Bulk,"Vegetables, Fruits, Eggs",534.0,73.57,9,5
2024-06-10,None,Winter,Exam Season,Bangalore,Families,"Sugar, Milk, Atta",1083.82,204.89,9,6
2024-08-16,Republic Day,Winter,Exam Season,Jaipur,Low Income,"Sugar, Rice, Atta",944.1,221.68,6,5
2023-05-20,None,Monsoon,Weekend,Lucknow,Upper Middle,"Vegetables, Milk, Fruits",1805.94,197.26,6,7
2023-08-26,Independence Day,Monsoon,Wedding Season,Chennai,Students,"Fruits, Oil, Bread, Hand bands, Flags",1629.61,90.62,5,9
2024-06-18,Christmas,Monsoon,Weekend,Lucknow,Families,"Cake, Fruits, Oil, Rice, Chocolates",319.95,66.31,6,3
2024-02-03,Raksha Bandhan,Summer,Normal Day,Delhi,Students,"Sweets, Milk, Fruits, Rakhi, Vegetables",1847.0,108.73,5,9
2024-08-01,None,Winter,Salary Day,Chennai,Retail Bulk,"Fruits, Bread, Eggs",1015.99,65.73,7,9
2023-07-30,None,Summer,Exam Season,Delhi,Middle Class,"Bread, Eggs, Oil",63.63,7.63,5,2
2024-09-23,Holi,Monsoon,Wedding Season,Jaipur,Low Income,"Vegetables, Colors, Eggs, Atta",248.09,57.37,10,8
2024-04-07,None,Winter,Wedding Season,Jaipur,Students,"Sugar, Rice, Milk",1388.33,160.19,4,7
2023-11-18,Diwali,Monsoon,School Opening,Kolkata,Upper Middle,"Bread, Milk, Atta",283.68,60.56,7,5
2023-01-20,Republic Day,Monsoon,School Opening,Bangalore,Families,"Milk, Fruits, Oil",281.06,49.05,6,2
2024-06-09,Holi,Summer,Weekend,Chennai,Retail Bulk,"Sugar, Colors, Eggs, Oil",762.15,107.88,5,8
2024-02-08,Holi,Winter,Normal Day,Jaipur,Middle Class,"Sugar, Rice, Eggs, Colors",1603.15,163.1,6,4
2023-03-16,Navratri,Summer,Wedding Season,Delhi,Upper Middle,"Sugar, Bread, Milk",1912.4,275.08,6,6
2024-10-14,Holi,Summer,School Opening,Kolkata,Low Income,"Milk, Bread, Fruits, Colors",1520.68,236.22,7,2
2023-08-05,Republic Day,Winter,Normal Day,Chennai,Upper Middle,"Sugar, Bread, Oil",1089.85,210.54,5,9
2024-10-20,None,Summer,Exam Season,Bangalore,Students,"Vegetables, Fruits, Eggs",1819.16,198.1,7,8
2024-08-24,Holi,Winter,Normal Day,Kolkata,Students,"Sugar, Colors, Milk, Oil",874.93,122.87,9,3
2024-01-18,Christmas,Winter,Salary Day,Mumbai,Upper Middle,"Cake, Fruits, Milk, Eggs, Chocolates",342.77,41.46,5,2
2024-01-01,Diwali,Monsoon,Normal Day,Chennai,Students,"Vegetables, Rice, Eggs",666.68,68.81,10,2
2023-01-21,Independence Day,Monsoon,Normal Day,Kolkata,Families,"Sugar, Oil, Hand bands, Flags, Eggs",1455.9,240.5,6,6
2023-12-10,Independence Day,Monsoon,School Opening,Delhi,Families,"Sugar, Fruits, Bread, Hand bands, Flags",1277.7,67.02,10,9
2024-09-18,Republic Day,Summer,Weekend,Chennai,Retail Bulk,"Rice, Fruits, Oil",136.94,11.63,9,9
2024-10-09,Independence Day,Monsoon,Salary Day,Mumbai,Students,"Milk, Oil, Hand bands, Flags, Vegetables",701.44,106.05,4,5
2023-02-04,Raksha Bandhan,Monsoon,Normal Day,Bangalore,Middle Class,"Sweets, Milk, Rakhi, Bread, Vegetables",493.73,66.77,8,4
2023-09-16,Raksha Bandhan,Summer,School Opening,Delhi,Upper Middle,"Sweets, Fruits, Atta, Rakhi, Bread",756.62,62.44,9,4
2023-09-27,Raksha Bandhan,Monsoon,Weekend,Patna,Upper Middle,"Sweets, Fruits, Rakhi, Rice, Eggs",702.43,50.63,7,6
2023-05-13,None,Winter,Wedding Season,Kolkata,Middle Class,"Vegetables, Rice, Fruits",1460.86,349.44,5,4
2023-03-28,Makar Sankranti,Winter,Wedding Season,Mumbai,Upper Middle,"Eggs, Fruits, Atta",1829.59,315.32,4,3
2023-12-25,Raksha Bandhan,Monsoon,Wedding Season,Bangalore,Middle Class,"Sweets, Fruits, Atta, Rakhi, Eggs",997.38,75.83,6,7
2024-03-15,Republic Day,Winter,Weekend,Kolkata,Upper Middle,"Vegetables, Fruits, Milk",1930.25,120.46,6,2
2024-06-04,Holi,Winter,Wedding Season,Delhi,Students,"Fruits, Colors, Eggs, Atta",1767.98,99.6,6,4
2023-05-23,Raksha Bandhan,Winter,Weekend,Bangalore,Upper Middle,"Sweets, Sugar, Oil, Rakhi, Rice",1346.63,180.98,10,2
2024-12-03,Eid,Monsoon,Wedding Season,Bangalore,Low Income,"Vegetables, Atta, Dates, Oil",807.79,142.01,4,8
2024-09-14,Holi,Monsoon,Exam Season,Bangalore,Students,"Bread, Colors, Fruits, Atta",1354.75,176.6,9,5
2023-06-06,Onam,Summer,Salary Day,Patna,Families,"Vegetables, Eggs, Oil",1074.22,253.97,8,9
2024-11-17,Republic Day,Monsoon,Wedding Season,Mumbai,Families,"Vegetables, Bread, Oil",598.56,143.52,9,4
2023-04-27,Raksha Bandhan,Monsoon,Exam Season,Delhi,Students,"Sweets, Milk, Rakhi, Rice, Eggs",1531.76,138.34,6,6
2024-03-12,Republic Day,Summer,Wedding Season,Lucknow,Families,"Bread, Rice, Eggs",506.05,40.18,7,6
2023-01-21,Diwali,Winter,Salary Day,Chennai,Middle Class,"Fruits, Milk, Oil",916.74,52.8,7,4
2023-02-14,None,Winter,Weekend,Bangalore,Low Income,"Fruits, Bread, Eggs",1739.56,281.34,4,5
2024-12-12,None,Monsoon,Exam Season,Delhi,Middle Class,"Vegetables, Rice, Fruits",580.78,87.56,9,6
2023-10-25,Holi,Summer,School Opening,Mumbai,Middle Class,"Sugar, Bread, Rice, Colors",343.62,45.11,9,9
2023-10-18,Republic Day,Winter,Salary Day,Mumbai,Low Income,"Sugar, Eggs, Oil",1015.26,149.24,8,2
2023-09-15,None,Summer,Weekend,Lucknow,Upper Middle,"Sugar, Bread, Eggs",1502.34,328.13,10,3
2023-06-18,Makar Sankranti,Winter,School Opening,Lucknow,Low Income,"Vegetables, Eggs, Oil",1896.6,101.56,5,3
2023-07-21,Makar Sankranti,Winter,Normal Day,Lucknow,Retail Bulk,"Bread, Rice, Atta",1146.01,205.69,4,6
2023-08-02,Eid,Winter,Normal Day,Bangalore,Retail Bulk,"Bread, Dates, Milk, Oil",360.79,46.67,9,7
2024-08-31,Holi,Summer,Salary Day,Lucknow,Retail Bulk,"Vegetables, Rice, Milk, Colors",1087.4,75.99,6,7
2023-07-22,Diwali,Monsoon,Salary Day,Lucknow,Students,"Bread, Rice, Eggs",579.76,126.79,5,9
2023-11-30,Eid,Winter,Normal Day,Bangalore,Students,"Vegetables, Sugar, Dates, Atta",1272.78,145.73,7,2
2023-05-30,Diwali,Monsoon,Weekend,Mumbai,Families,"Milk, Sugar, Fruits",865.02,49.79,5,8
2024-03-07,Republic Day,Winter,Salary Day,Patna,Low Income,"Bread, Fruits, Eggs",315.52,35.75,7,8
2024-04-06,Makar Sankranti,Winter,Exam Season,Patna,Upper Middle,"Bread, Eggs, Atta",1726.92,172.7,6,5
2024-12-11,Onam,Winter,Wedding Season,Jaipur,Low Income,"Sugar, Bread, Atta",988.68,184.0,5,3
2024-08-15,Republic Day,Winter,Normal Day,Chennai,Upper Middle,"Bread, Milk, Atta",1554.29,133.2,6,7
2024-11-03,Raksha Bandhan,Summer,Salary Day,Kolkata,Low Income,"Sweets, Milk, Rakhi, Rice, Vegetables",1694.11,87.17,9,7
2024-04-09,Eid,Summer,School Opening,Patna,Retail Bulk,"Bread, Dates, Eggs, Oil",825.52,58.07,5,4
2024-12-14,Diwali,Winter,Weekend,Delhi,Upper Middle,"Oil, Sugar, Atta",1012.75,162.17,6,6
2023-10-11,Makar Sankranti,Summer,Wedding Season,Bangalore,Middle Class,"Milk, Sugar, Fruits",1246.2,295.29,6,8
2023-06-25,None,Winter,Weekend,Lucknow,Upper Middle,"Vegetables, Sugar, Milk",1536.85,325.27,9,5
2024-04-18,Raksha Bandhan,Winter,Normal Day,Kolkata,Low Income,"Sweets, Atta, Rakhi, Bread, Eggs",1348.9,241.57,6,2
2023-05-23,Independence Day,Monsoon,Salary Day,Mumbai,Low Income,"Fruits, Bread, Hand bands, Flags, Rice",222.56,26.15,9,4
2024-02-07,None,Summer,School Opening,Chennai,Students,"Vegetables, Rice, Atta",1502.8,331.49,4,4
2023-11-29,Independence Day,Summer,Weekend,Patna,Upper Middle,"Fruits, Bread, Hand bands, Flags, Vegetables",205.81,39.63,9,9
2024-08-27,None,Monsoon,Salary Day,Jaipur,Families,"Fruits, Rice, Milk",343.18,80.77,9,8
2023-08-04,Christmas,Winter,Normal Day,Mumbai,Middle Class,"Cake, Eggs, Oil, Bread, Chocolates",1395.97,111.24,5,3
2024-04-24,Independence Day,Summer,School Opening,Mumbai,Middle Class,"Bread, Hand bands, Flags, Vegetables, Eggs",840.49,59.96,6,9
2024-02-17,None,Summer,Salary Day,Delhi,Middle Class,"Bread, Atta, Oil",1130.14,118.68,10,4
2023-02-23,Republic Day,Monsoon,Normal Day,Mumbai,Low Income,"Vegetables, Fruits, Milk",1822.43,349.78,8,8
2023-11-23,Raksha Bandhan,Monsoon,School Opening,Chennai,Low Income,"Sweets, Milk, Rakhi, Rice, Eggs",1711.77,149.89,8,6
2024-07-27,None,Summer,Wedding Season,Bangalore,Retail Bulk,"Vegetables, Sugar, Eggs",774.43,170.73,9,5
2024-10-30,Holi,Winter,Salary Day,Patna,Retail Bulk,"Colors, Rice, Milk, Oil",1840.98,122.12,4,9
2024-01-20,Onam,Summer,Wedding Season,Jaipur,Upper Middle,"Milk, Rice, Eggs",866.87,212.94,5,6
2023-05-16,Makar Sankranti,Summer,School Opening,Jaipur,Families,"Vegetables, Rice, Eggs",152.45,21.52,9,5
2024-10-03,Onam,Winter,School Opening,Chennai,Low Income,"Vegetables, Sugar, Oil",122.12,8.1,9,3
2023-03-07,Eid,Summer,Normal Day,Mumbai,Students,"Oil, Dates, Milk, Eggs",1098.95,171.44,4,5
2023-07-19,Holi,Summer,Salary Day,Kolkata,Retail Bulk,"Bread, Rice, Milk, Colors",1278.42,318.68,10,3
2024-08-16,Makar Sankranti,Monsoon,School Opening,Chennai,Low Income,"Rice, Milk, Oil",221.41,27.27,8,2
2024-08-15,Raksha Bandhan,Summer,Weekend,Jaipur,Families,"Sweets, Milk, Rakhi, Rice, Eggs",690.14,36.82,10,9
2023-01-26,Independence Day,Winter,Wedding Season,Bangalore,Upper Middle,"Milk, Oil, Hand bands, Flags, Eggs",969.64,157.36,7,9
2024-07-10,None,Winter,Wedding Season,Lucknow,Low Income,"Bread, Rice, Milk",1727.62,247.67,10,9
2023-02-25,Independence Day,Monsoon,Normal Day,Mumbai,Students,"Oil, Bread, Hand bands, Flags, Vegetables",1154.73,280.88,8,5
2023-08-29,Republic Day,Monsoon,Salary Day,Jaipur,Retail Bulk,"Milk, Fruits, Atta",1246.03,229.23,9,7
2023-12-06,None,Summer,School Opening,Bangalore,Middle Class,"Milk, Rice, Fruits",1390.53,213.53,8,4
2024-01-22,Christmas,Monsoon,School Opening,Lucknow,Students,"Cake, Milk, Bread, Rice, Chocolates",1727.57,241.19,8,2
2024-10-10,Holi,Summer,Normal Day,Kolkata,Students,"Atta, Colors, Eggs, Oil",1902.56,210.8,6,3
2024-06-05,Navratri,Winter,Weekend,Bangalore,Middle Class,"Fruits, Bread, Milk",1180.17,273.49,8,6
2023-07-04,Onam,Winter,School Opening,Kolkata,Upper Middle,"Rice, Milk, Oil",1297.89,91.56,6,5
2023-08-12,Republic Day,Winter,Weekend,Delhi,Upper Middle,"Vegetables, Sugar, Rice",144.33,15.83,6,3
2024-04-16,None,Monsoon,School Opening,Delhi,Upper Middle,"Vegetables, Sugar, Bread",423.64,33.72,5,5
2023-05-11,Republic Day,Summer,School Opening,Chennai,Families,"Sugar, Rice, Atta",1380.05,174.12,8,4
2024-02-02,Raksha Bandhan,Summer,Salary Day,Jaipur,Upper Middle,"Sweets, Milk, Fruits, Atta, Rakhi",1412.42,86.45,5,3
2023-05-23,Raksha Bandhan,Summer,Normal Day,Mumbai,Low Income,"Sweets, Sugar, Oil, Rakhi, Eggs",1745.28,207.87,8,3
2023-01-17,None,Monsoon,Normal Day,Delhi,Middle Class,"Fruits, Rice, Milk",1914.42,322.41,5,8
2024-02-05,Onam,Monsoon,Weekend,Delhi,Upper Middle,"Vegetables, Milk, Eggs",410.04,49.55,5,9
2024-09-23,Christmas,Winter,Exam Season,Lucknow,Students,"Cake, Fruits, Rice, Vegetables, Chocolates",1225.62,129.05,5,3
2023-04-05,Republic Day,Summer,Salary Day,Mumbai,Retail Bulk,"Bread, Eggs, Atta",1443.34,175.39,4,4
2023-08-07,Eid,Monsoon,Normal Day,Kolkata,Middle Class,"Sugar, Dates, Fruits, Oil",759.4,111.93,8,6
2023-09-15,Diwali,Monsoon,School Opening,Bangalore,Families,"Oil, Fruits, Eggs",1583.07,357.09,5,2
2024-11-17,Independence Day,Winter,School Opening,Delhi,Low Income,"Milk, Atta, Hand bands, Flags, Rice",869.03,132.03,7,5
2024-02-24,Raksha Bandhan,Winter,Normal Day,Kolkata,Retail Bulk,"Sweets, Sugar, Rakhi, Vegetables, Eggs",1181.99,138.91,4,3
2024-06-21,Eid,Summer,Salary Day,Mumbai,Middle Class,"Sugar, Dates, Eggs, Atta",1756.43,360.29,8,7
2023-07-31,Christmas,Summer,Wedding Season,Delhi,Families,"Sugar, Cake, Eggs, Bread, Chocolates",967.33,125.91,8,2
2023-05-26,Christmas,Summer,Weekend,Delhi,Upper Middle,"Cake, Milk, Oil, Bread, Chocolates",745.18,155.77,6,2
2024-01-22,Raksha Bandhan,Summer,Salary Day,Lucknow,Low Income,"Sweets, Atta, Oil, Rakhi, Rice",800.99,150.96,5,8
2023-12-19,Navratri,Winter,Salary Day,Lucknow,Upper Middle,"Sugar, Bread, Milk",1925.4,473.85,7,2
2023-06-09,Raksha Bandhan,Monsoon,Normal Day,Kolkata,Families,"Sweets, Fruits, Rakhi, Bread, Rice",595.96,63.61,10,4
2024-03-26,Raksha Bandhan,Winter,Wedding Season,Jaipur,Middle Class,"Sweets, Fruits, Milk, Rakhi, Bread",926.89,158.94,4,7
2024-05-08,Independence Day,Summer,Exam Season,Patna,Students,"Milk, Fruits, Oil, Hand bands, Flags",1041.07,165.58,5,2
2023-07-01,Onam,Winter,Wedding Season,Bangalore,Families,"Oil, Eggs, Atta",1929.18,146.97,6,2
2023-07-14,Navratri,Winter,Normal Day,Patna,Families,"Rice, Fruits, Eggs",706.32,60.26,10,3
2023-04-18,Christmas,Winter,Salary Day,Delhi,Students,"Cake, Eggs, Atta, Rice, Chocolates",1810.66,305.43,8,7
2023-10-28,Holi,Winter,Weekend,Kolkata,Low Income,"Bread, Colors, Fruits, Oil",165.06,18.8,10,9
2023-06-30,Navratri,Summer,Weekend,Chennai,Middle Class,"Milk, Bread, Fruits",1816.78,145.6,7,9
2023-02-07,Republic Day,Summer,School Opening,Jaipur,Upper Middle,"Vegetables, Sugar, Rice",1542.16,216.67,4,6
2023-05-19,Makar Sankranti,Winter,School Opening,Mumbai,Families,"Vegetables, Bread, Milk",212.21,41.34,7,2
2024-09-19,None,Monsoon,School Opening,Delhi,Low Income,"Oil, Eggs, Atta",57.77,5.72,5,3
2024-07-15,Navratri,Winter,Normal Day,Mumbai,Students,"Sugar, Eggs, Atta",141.56,31.84,9,4
2024-11-24,Diwali,Summer,Exam Season,Delhi,Upper Middle,"Vegetables, Milk, Atta",235.25,26.18,7,3
2023-03-26,None,Monsoon,Weekend,Bangalore,Families,"Fruits, Milk, Oil",767.37,138.63,7,8
2023-01-04,Onam,Summer,Wedding Season,Lucknow,Upper Middle,"Sugar, Fruits, Oil",505.73,50.32,6,4
2023-04-12,Holi,Summer,Exam Season,Patna,Retail Bulk,"Fruits, Colors, Eggs, Oil",64.54,14.29,6,7
2023-09-14,Raksha Bandhan,Summer,Salary Day,Jaipur,Middle Class,"Sweets, Sugar, Atta, Oil, Rakhi",546.82,79.22,7,9
2023-07-11,Navratri,Summer,Exam Season,Bangalore,Middle Class,"Atta, Rice, Oil",723.08,180.38,10,7
2023-03-25,Raksha Bandhan,Summer,School Opening,Mumbai,Retail Bulk,"Sweets, Sugar, Milk, Oil, Rakhi",1912.14,472.81,10,2
2023-02-03,Holi,Monsoon,School Opening,Kolkata,Students,"Sugar, Colors, Milk, Oil",350.1,30.43,5,6
2023-07-04,Navratri,Summer,Exam Season,Delhi,Middle Class,"Atta, Eggs, Oil",1454.99,330.63,6,5
2023-06-25,Makar Sankranti,Monsoon,School Opening,Patna,Upper Middle,"Vegetables, Sugar, Bread",1795.44,205.82,4,2
2023-10-18,Raksha Bandhan,Summer,Weekend,Jaipur,Families,"Sweets, Milk, Rakhi, Bread, Vegetables",517.03,55.35,10,7
2024-05-20,None,Winter,Normal Day,Jaipur,Retail Bulk,"Sugar, Bread, Atta",1746.46,130.99,4,8
2024-06-02,Independence Day,Monsoon,Exam Season,Patna,Upper Middle,"Milk, Hand bands, Flags, Vegetables, Eggs",1910.76,180.94,8,4
2024-12-23,Eid,Monsoon,Wedding Season,Jaipur,Retail Bulk,"Sugar, Rice, Dates, Oil",1547.58,174.63,8,8
2024-12-20,None,Summer,Wedding Season,Kolkata,Upper Middle,"Vegetables, Fruits, Atta",1311.03,264.76,7,9
2024-02-17,Christmas,Winter,Wedding Season,Delhi,Families,"Cake, Milk, Oil, Rice, Chocolates",1418.6,127.81,10,9
2024-05-14,Raksha Bandhan,Monsoon,Weekend,Chennai,Low Income,"Sweets, Milk, Oil, Rakhi, Rice",1008.47,103.63,10,2
2024-04-22,None,Summer,Normal Day,Lucknow,Middle Class,"Sugar, Bread, Rice",1125.76,132.74,4,2
2023-03-13,Independence Day,Monsoon,Salary Day,Mumbai,Retail Bulk,"Fruits, Oil, Hand bands, Flags, Vegetables",408.66,92.74,5,2
2024-11-03,Navratri,Monsoon,Salary Day,Lucknow,Families,"Vegetables, Eggs, Atta",1582.91,322.61,4,7
2023-01-27,Holi,Winter,School Opening,Kolkata,Upper Middle,"Vegetables, Colors, Rice, Oil",67.27,5.16,7,8
2023-10-19,Eid,Summer,School Opening,Kolkata,Families,"Bread, Dates, Eggs, Atta",1756.49,250.29,10,2
2023-03-10,Christmas,Monsoon,Salary Day,Bangalore,Low Income,"Sugar, Cake, Milk, Bread, Chocolates",1619.54,97.53,6,6
2023-03-24,Makar Sankranti,Winter,Normal Day,Kolkata,Upper Middle,"Milk, Bread, Eggs",568.13,47.0,8,8
2024-08-19,Raksha Bandhan,Monsoon,Weekend,Kolkata,Families,"Sweets, Sugar, Atta, Rakhi, Vegetables",137.12,24.78,10,8
2023-12-04,Christmas,Winter,Salary Day,Mumbai,Retail Bulk,"Sugar, Cake, Eggs, Atta, Chocolates",841.71,139.57,4,8
2024-07-08,Eid,Monsoon,School Opening,Lucknow,Upper Middle,"Vegetables, Bread, Eggs, Dates",1788.07,132.5,4,3
2024-06-24,Diwali,Monsoon,School Opening,Jaipur,Students,"Atta, Rice, Oil",1648.82,253.68,4,5
2023-03-28,Diwali,Winter,Salary Day,Mumbai,Middle Class,"Vegetables, Rice, Atta",1981.34,181.01,5,7
2024-02-20,Onam,Monsoon,Exam Season,Jaipur,Middle Class,"Sugar, Bread, Atta",1838.93,94.45,10,7
2024-06-03,Holi,Summer,Salary Day,Delhi,Middle Class,"Sugar, Colors, Milk, Oil",1748.83,177.5,8,6
2024-04-05,Onam,Winter,Wedding Season,Jaipur,Families,"Vegetables, Fruits, Eggs",1081.89,90.52,9,6
2023-12-29,Diwali,Summer,Exam Season,Bangalore,Students,"Vegetables, Bread, Atta",1363.69,267.55,8,6
2024-02-25,Raksha Bandhan,Winter,School Opening,Delhi,Middle Class,"Sweets, Atta, Oil, Rakhi, Bread",922.34,173.51,7,2
2023-01-19,Navratri,Winter,Exam Season,Patna,Upper Middle,"Sugar, Fruits, Atta",1135.66,71.32,5,2
2024-01-19,Christmas,Summer,Normal Day,Delhi,Students,"Cake, Eggs, Bread, Vegetables, Chocolates",367.03,86.62,7,8
2023-03-24,Christmas,Monsoon,School Opening,Bangalore,Upper Middle,"Cake, Fruits, Milk, Rice, Chocolates",549.38,54.18,4,2
2023-09-02,Navratri,Summer,Weekend,Lucknow,Upper Middle,"Bread, Eggs, Oil",739.98,86.96,9,5
2023-08-04,Holi,Winter,Normal Day,Delhi,Middle Class,"Bread, Colors, Milk, Oil",1125.54,209.13,7,6
2023-03-29,Diwali,Winter,Weekend,Bangalore,Students,"Sugar, Milk, Atta",218.31,53.57,9,4
2024-10-25,Republic Day,Monsoon,Normal Day,Jaipur,Upper Middle,"Milk, Eggs, Atta",1475.67,359.64,8,5
2023-07-10,None,Winter,Normal Day,Delhi,Low Income,"Bread, Rice, Fruits",1404.67,275.51,4,6
2024-09-06,Christmas,Monsoon,Wedding Season,Patna,Students,"Sugar, Cake, Eggs, Rice, Chocolates",1747.47,265.81,4,4
2024-03-10,Raksha Bandhan,Winter,Salary Day,Chennai,Middle Class,"Sweets, Sugar, Fruits, Rakhi, Bread",1926.11,213.06,5,2
2023-05-10,None,Monsoon,Exam Season,Kolkata,Families,"Fruits, Milk, Oil",1815.79,107.89,5,2
2023-03-19,Makar Sankranti,Winter,Normal Day,Jaipur,Retail Bulk,"Atta, Milk, Oil",385.53,59.63,5,7
2024-12-13,Independence Day,Summer,Weekend,Bangalore,Low Income,"Milk, Oil, Bread, Hand bands, Flags",1091.09,139.87,5,2
